0,1,2,3,4,5,6,7,8,9,10,11,12
0.6828299164772034,0.49975788593292236,0.6201580762863159,0.3066062033176422,0.4887193739414215,0.15792906284332275,0.42064234614372253,0.4390343427658081,0.6490157842636108,0.5118114352226257,0.37053707242012024,0.4527991712093353,0.34524163603782654
0.6619172096252441,0.514134407043457,0.6317458152770996,0.3713184595108032,0.44151827692985535,0.16326649487018585,0.41800716519355774,0.39959368109703064,0.6538497805595398,0.5251189470291138,0.3665372431278229,0.46508195996284485,0.3575790822505951
0.6705210208892822,0.5132824778556824,0.630447268486023,0.35591790080070496,0.4529726207256317,0.16203179955482483,0.41967934370040894,0.4105140268802643,0.6519575715065002,0.5266181826591492,0.3658426105976105,0.4652382731437683,0.3584195673465729
0.6677513718605042,0.5131980180740356,0.6311204433441162,0.3614117205142975,0.4483741223812103,0.16179627180099487,0.4193056523799896,0.4064229130744934,0.6541985273361206,0.5257555842399597,0.365825355052948,0.4660971164703369,0.357669860124588
0.6735422611236572,0.5126643180847168,0.6300002336502075,0.3505586087703705,0.457109272480011,0.1613982766866684,0.4202360212802887,0.41444897651672363,0.6510776281356812,0.5270805358886719,0.36565256118774414,0.46554845571517944,0.3589111864566803
0.7140010595321655,0.49764129519462585,0.6186493635177612,0.3063510060310364,0.44886210560798645,0.15156398713588715,0.3795918822288513,0.4371461868286133,0.6702892780303955,0.48195764422416687,0.40250369906425476,0.4620358347892761,0.351700097322464
0.7072899341583252,0.5081238150596619,0.6247373223304749,0.32856881618499756,0.42500993609428406,0.1561773121356964,0.3773215711116791,0.4256114363670349,0.6818184852600098,0.49018731713294983,0.4113398790359497,0.4735616147518158,0.3746293783187866
0.7091020941734314,0.5027152299880981,0.6220893859863281,0.3200322687625885,0.43125683069229126,0.1524117887020111,0.3787963092327118,0.4278179407119751,0.6831148862838745,0.48517265915870667,0.409294992685318,0.4715484380722046,0.3656955361366272
0.7063688635826111,0.5156239867210388,0.6294218301773071,0.3492022156715393,0.4124373495578766,0.15868933498859406,0.3785032331943512,0.4154941737651825,0.6815982460975647,0.4997674226760864,0.4096885323524475,0.4809807240962982,0.38477593660354614
0.7089093327522278,0.5020239353179932,0.6225019097328186,0.32080763578414917,0.4307039976119995,0.15202480554580688,0.3788648247718811,0.4274337589740753,0.6843113303184509,0.4846948981285095,0.40933242440223694,0.473013311624527,0.36588454246520996
0.6901891827583313,0.5378953814506531,0.63814377784729,0.3860398828983307,0.3477295935153961,0.16024677455425262,0.3498687744140625,0.3562081456184387,0.6859124302864075,0.5034262537956238,0.37975841760635376,0.465029776096344,0.4019712209701538
0.6982307434082031,0.5134219527244568,0.6301608681678772,0.3372774124145508,0.370809942483902,0.15087389945983887,0.3496166467666626,0.38224321603775024,0.6926811933517456,0.485637903213501,0.37830981612205505,0.4529622793197632,0.38905853033065796
0.6972034573554993,0.5190408229827881,0.632468044757843,0.3474012613296509,0.3657332956790924,0.15483468770980835,0.3490879237651825,0.37818214297294617,0.6921173334121704,0.4919685125350952,0.38048675656318665,0.45777300000190735,0.3971864879131317
0.6983579397201538,0.5114129781723022,0.6300188899040222,0.3373211920261383,0.3703043758869171,0.14971892535686493,0.3498857617378235,0.3819536566734314,0.6944446563720703,0.48463112115859985,0.3786572217941284,0.45471304655075073,0.3882625102996826
0.6984631419181824,0.5106391310691833,0.6298744082450867,0.3371923565864563,0.3702138066291809,0.1492648422718048,0.3499770164489746,0.3818327784538269,0.6949650645256042,0.48425281047821045,0.3786201477050781,0.45522066950798035,0.38786959648132324
0.682287871837616,0.5041337013244629,0.6180710196495056,0.3431514501571655,0.3230350911617279,0.14378222823143005,0.3292345106601715,0.3273026645183563,0.6729682087898254,0.48873183131217957,0.31977373361587524,0.41623109579086304,0.38416287302970886
0.6850599050521851,0.4879222512245178,0.6146329045295715,0.3370804488658905,0.3247491121292114,0.13482122123241425,0.3311270773410797,0.32771939039230347,0.6815025210380554,0.480376660823822,0.3159513473510742,0.4228365123271942,0.37319445610046387
0.6821733117103577,0.5073634386062622,0.6228581666946411,0.3645569682121277,0.3078835904598236,0.14600759744644165,0.3277333974838257,0.3162432909011841,0.6815181970596313,0.49895766377449036,0.3270796537399292,0.4385984539985657,0.400602787733078
0.6838528513908386,0.4933617413043976,0.6187807321548462,0.3461635112762451,0.31711122393608093,0.1376330852508545,0.3297993540763855,0.32340532541275024,0.6831307411193848,0.4854162335395813,0.32217252254486084,0.4314848780632019,0.3841373920440674
0.682594358921051,0.4994816780090332,0.6206222176551819,0.35420018434524536,0.311114639043808,0.14221785962581635,0.32780560851097107,0.3198549151420593,0.6838216185569763,0.49079233407974243,0.3266260623931885,0.4375491440296173,0.39484935998916626
0.663475751876831,0.4604201912879944,0.5912025570869446,0.3561164140701294,0.2641936242580414,0.12607082724571228,0.304059773683548,0.25776833295822144,0.6389875411987305,0.4911710321903229,0.26271116733551025,0.3949982523918152,0.3602343797683716
0.6659082174301147,0.42786285281181335,0.5786619186401367,0.32781586050987244,0.287716805934906,0.11402834951877594,0.311320960521698,0.2736281156539917,0.6380560398101807,0.47065064311027527,0.2353813201189041,0.3799647092819214,0.3193361163139343
0.6687958240509033,0.437101274728775,0.5829032063484192,0.33187761902809143,0.2787245213985443,0.11439564824104309,0.3079289197921753,0.26728612184524536,0.6407841444015503,0.47593194246292114,0.2496357560157776,0.3834523558616638,0.3308906853199005
0.6661344170570374,0.4476405382156372,0.5889642834663391,0.3459266722202301,0.26824668049812317,0.11850974708795547,0.30579206347465515,0.2606768012046814,0.6431534290313721,0.48281732201576233,0.25835278630256653,0.39457130432128906,0.347316175699234
0.6636359691619873,0.4536547362804413,0.5921350717544556,0.3539609909057617,0.26360413432121277,0.12203659117221832,0.3048563301563263,0.2584449350833893,0.6446653008460999,0.4872460961341858,0.26280686259269714,0.39994850754737854,0.3576337993144989
0.6490027904510498,0.3799480199813843,0.5291163325309753,0.3202017843723297,0.2309451550245285,0.09836726635694504,0.2754193842411041,0.21198827028274536,0.5701926946640015,0.47281578183174133,0.1936495304107666,0.323137491941452,0.28122881054878235
0.6478120684623718,0.3814827501773834,0.5354831218719482,0.3283485472202301,0.22444643080234528,0.09871099144220352,0.273800790309906,0.20854069292545319,0.5761643052101135,0.4744371771812439,0.19977755844593048,0.3356955051422119,0.2914999723434448
0.6435378193855286,0.3902910351753235,0.5424677729606628,0.34087321162223816,0.21834038197994232,0.10228907316923141,0.27393844723701477,0.20542022585868835,0.5800089240074158,0.47865211963653564,0.20611365139484406,0.3460245430469513,0.30695125460624695
0.6414687037467957,0.3949202001094818,0.5454279184341431,0.3474668860435486,0.21553024649620056,0.10467854887247086,0.2740757465362549,0.20450091361999512,0.5810990333557129,0.4816094636917114,0.20962421596050262,0.3503827154636383,0.31504616141319275
0.6412328481674194,0.39559677243232727,0.5458466410636902,0.34869062900543213,0.21481077373027802,0.1050875335931778,0.27400660514831543,0.2042500376701355,0.5815603733062744,0.48218870162963867,0.21041239798069,0.3517196476459503,0.3167092502117157
0.619511604309082,0.3144763112068176,0.4674888253211975,0.3130216598510742,0.17720091342926025,0.08447346836328506,0.23727260529994965,0.16579657793045044,0.4980192184448242,0.4615512490272522,0.16006019711494446,0.2825760245323181,0.25392425060272217
0.6075845956802368,0.3345473110675812,0.47967755794525146,0.346819669008255,0.16627289354801178,0.08947686105966568,0.2352159023284912,0.15822996199131012,0.5002804398536682,0.47304654121398926,0.17264430224895477,0.30048686265945435,0.27667614817619324
0.6114477515220642,0.3258848786354065,0.4770534932613373,0.3338050842285156,0.17101383209228516,0.08769463747739792,0.23627427220344543,0.16290763020515442,0.5023395419120789,0.4669521152973175,0.16969260573387146,0.29576221108436584,0.27144190669059753
0.6191859841346741,0.31307533383369446,0.46989795565605164,0.31470218300819397,0.1757146716117859,0.08364046365022659,0.23761360347270966,0.16563378274440765,0.5029129981994629,0.45987945795059204,0.16200163960456848,0.2883785665035248,0.25607064366340637
0.6216983199119568,0.308322936296463,0.4668009877204895,0.3085270822048187,0.17713584005832672,0.08151086419820786,0.23834016919136047,0.16681942343711853,0.5031487941741943,0.456819623708725,0.15969188511371613,0.2864539623260498,0.24914847314357758
0.5894200801849365,0.2319389134645462,0.3808656930923462,0.2691108286380768,0.14645566046237946,0.06855203211307526,0.20048831403255463,0.14241784811019897,0.41841986775398254,0.4207705557346344,0.12340183556079865,0.2250012904405594,0.20438401401042938
0.5837711691856384,0.23609913885593414,0.388183057308197,0.2786589562892914,0.14275678992271423,0.06886748224496841,0.19998769462108612,0.13886664807796478,0.42039191722869873,0.4269826114177704,0.1271037459373474,0.23230098187923431,0.21321332454681396
0.5793581008911133,0.23967714607715607,0.39138925075531006,0.2849613428115845,0.14071610569953918,0.06968901306390762,0.199126735329628,0.13739100098609924,0.4216598868370056,0.42873963713645935,0.12968477606773376,0.2357875555753708,0.2190971076488495
0.5806627869606018,0.2387038767337799,0.3908752501010895,0.2833511233329773,0.14110639691352844,0.06939820945262909,0.1995401531457901,0.13773728907108307,0.4221414625644684,0.4284479320049286,0.12908603250980377,0.23566147685050964,0.21801802515983582
0.5873202085494995,0.23076292872428894,0.38564199209213257,0.2744717597961426,0.14370368421077728,0.06748640537261963,0.20063766837120056,0.1407734602689743,0.42358484864234924,0.42163196206092834,0.12616278231143951,0.23207150399684906,0.20862053334712982
0.5413881540298462,0.16479599475860596,0.30026474595069885,0.2361338585615158,0.12219211459159851,0.0594726987183094,0.1652245819568634,0.12802207469940186,0.3440912663936615,0.367715984582901,0.09521409124135971,0.18113182485103607,0.1707971841096878
0.5306436419487,0.16978852450847626,0.31163105368614197,0.25489628314971924,0.11495646834373474,0.05887386202812195,0.16083423793315887,0.11836578696966171,0.3437959849834442,0.3802081048488617,0.10147222131490707,0.1860746294260025,0.18692712485790253
0.5346212983131409,0.16722391545772552,0.30989062786102295,0.2513292729854584,0.11596369743347168,0.05822933837771416,0.16176995635032654,0.12001179158687592,0.34443554282188416,0.3791850507259369,0.10006657987833023,0.18603312969207764,0.1843920201063156
0.5346372723579407,0.16705527901649475,0.3099280595779419,0.2514069080352783,0.11593405902385712,0.058148983865976334,0.16179075837135315,0.12005777657032013,0.34471166133880615,0.3790300190448761,0.10011350363492966,0.18621717393398285,0.18438351154327393
0.5279377698898315,0.17027197778224945,0.31386956572532654,0.2579881548881531,0.11402388662099838,0.058815084397792816,0.15997134149074554,0.11782859265804291,0.346252977848053,0.3795872628688812,0.10314079374074936,0.1883045881986618,0.1895742118358612
0.4239955544471741,0.13987044990062714,0.2628090977668762,0.263884574174881,0.09485435485839844,0.051714278757572174,0.1312563270330429,0.09916787594556808,0.2692248523235321,0.34802767634391785,0.0897698774933815,0.1581096351146698,0.1777590811252594
0.44307196140289307,0.12728747725486755,0.25027546286582947,0.23727597296237946,0.09618307650089264,0.0493210107088089,0.13307733833789825,0.10310912877321243,0.27276912331581116,0.33388397097587585,0.0814688429236412,0.1523982137441635,0.16284127533435822
0.4453052282333374,0.12662866711616516,0.2491694986820221,0.23526859283447266,0.09656631946563721,0.049128659069538116,0.13337725400924683,0.10358366370201111,0.27319666743278503,0.3331458866596222,0.080799899995327,0.15250757336616516,0.16171970963478088
0.4435579180717468,0.12666253745555878,0.2503521740436554,0.23723739385604858,0.09616310149431229,0.04903364181518555,0.13317961990833282,0.10337869822978973,0.2739262282848358,0.3333502411842346,0.08154208958148956,0.15313205122947693,0.1628132313489914
0.44378605484962463,0.1265401393175125,0.25021350383758545,0.23697221279144287,0.09620007127523422,0.049012135714292526,0.1332002878189087,0.10346225649118423,0.27404916286468506,0.3332504630088806,0.08146912604570389,0.15318416059017181,0.1627318412065506
